;ProcessNumber;ContractingInstitutionName;CIAddress;CICity;CICPostalCode;Subject;ProcurementName;ShipmentLocationDescription;IsSectorAgreement;CentralInstitution;GroupProcurement;ContractTermination;ZPJN;IsDevided;AgreementStartDate;AgreementEndDate;AgreeementDurationMonthsDays;ProcedureName;OfferTypeName;UseElectronicTools;ContractDate;ContractNumber;NumberOfOffers;HighestOfferValue;LowestOfferValue;VendorName;VendorAddress;VendorCity;VendorState;GroupBid;EstimatedPrice;ContractPriceWithoutVat;Vat;ContractPrice;DateOfDispatchBJN
789;02756/2020;Основен суд Крива Паланка;ул.Св. Јоаким Осоговски, бр.142;Крива Паланка;1330;Набавка на ИТ опрема - компјутери, скенер и принтери;Стоки;Седиште на Основен суд Крива Паланка, на ул. Св. Јоаким Осоговски бр. 142 во Крива Паланка.;Не;Не;Не;Не;30000000-9;Да;;12/31/2020;Месеци: 9;Набавки од мала вредност;Цена;Да;2020-03-16;СУ.бр.48/20-6;7.0;648000.0;138900.0;Друштво за производство, услуги и трговија  БОКИ-КОМПЈУТЕРИ ДООЕЛ увоз-извоз Струмица;1-ВИ МАЈ 4-А;СТРУМИЦА;Република Македонија;Не;649944.0;422000.0;5;443100.0;2020-06-10
790;06327/2020;Општина Свети Николе;Плоштад Илинден бр:12;Свети Николе;2220;Авионска апликација на средство за уништување на ларви од комарци (аеросолна ларвицидна дезинсекција) и авионска апликација на средство за уништување на комарци (аеросолна адултицидна дезинсекција)  на територија на Општина Свети Николе;Услуги;Општина Свети Николе;Не;Не;Не;Не;90000000-7;Не;;;Месеци: 4;Набавки од мала вредност;Цена;Да;2020-05-11;1402-21/8;1.0;254100.0;254100.0;Друштво за авио услуги БОНИЕР ДООЕЛ Куманово;ОКТОМВРИСКА РЕВОЛУЦИЈА 32-13;КУМАНОВО;Република Македонија;Не;299999.66;254100.0;18;299838.0;2020-05-19
791;04444/2020;КЈП Нискоградба - Битола;Булевар 1-ви Мај бб;Битола;7000;Изработка на хидраулични црева;Услуги;Општина Битола;Не;Не;Не;Не;42124150-0;Не;;;Месеци: 12;Набавки од мала вредност;Цена;Да;2020-04-27;05-179/4;1.0;106000.0;106000.0;Друштво за производство,услуги,трговија ма големо и мало Димовски Димче ХИДРО-ТЕК увоз-извоз ДООЕЛ Битола;ВОДЕН 10;БИТОЛА;Република Македонија;Не;236000.0;200000.0;18;236000.0;2020-05-19
792;06294/2020;Центар за развој на Пелагонискиот плански регион;Томаки Димитровски бр.7;Битола;7000;Услуги за мобилна телефонија;Услуги;;Не;Не;Не;Не;64200000-8;Не;;;Месеци: 24;Набавки од мала вредност;Цена;Да;2020-05-14;05-96/6;1.0;0.01;0.01;Друштво за комуникациски услуги А1 МАКЕДОНИЈА ДООЕЛ Скопје;ПЛОШТАД ПРЕСВЕТА БОГОРОДИЦА 1;СКОПЈЕ - ЦЕНТАР;Република Македонија;Не;320000.66;271187.0;18;320000.66;2020-05-19
793;03163/2020;ЈП Водовод и канализација - Скопје;Ул. Лазар Личеноски бр. 9 Скопје;Скопје;1000;Сервисирање на возилата на ЈП Водовод и канализација со вградување на резервни делови по втор пат (по спроведена отворена постапка бр. 10596/2019);Услуги;;Не;Не;Не;Не;50100000-6;Да;;;Месеци: 12;Отворена постапка;Цена;Да;2020-05-18;0507-64/13;2.0;8551660.0;1450356.0;Друштво за внатрешен и надворешен промет АУТОМАКЕДОНИЈА АД Скопје;16-ТА МАКЕДОНСКА БРИГАДА 2;СКОПЈЕ - ГАЗИ БАБА;Република Македонија;Не;1333400.0;780000.0;18;920400.0;2020-05-19
794;02756/2020;Основен суд Крива Паланка;ул.Св. Јоаким Осоговски, бр.142;Крива Паланка;1330;Набавка на ИТ опрема - компјутери, скенер и принтери;Стоки;Седиште на Основен суд Крива Паланка, на ул. Св. Јоаким Осоговски бр. 142 во Крива Паланка.;Не;Не;Не;Не;30000000-9;Да;;12/31/2020;Месеци: 9;Набавки од мала вредност;Цена;Да;2020-03-16;СУ.бр.48/20-8;12.0;435480.0;120000.0;Друштво за производство, промет, трговија и услуги ТРИНИКС ДООЕЛ Скопје;БУЛЕВАР АВНОЈ 108/5;СКОПЈЕ - АЕРОДРОМ;Република Македонија;Не;649944.0;110000.0;5;115500.0;2020-06-10
795;04299/2020;Општина Кавадарци;Плоштад Маршал Тито бб;Кавадарци;1430;Поплочување на улици;Работи;на територија на Општина Кавадарци;Не;Не;Не;Не;45000000-7;Да;;;Месеци: 12;Отворена постапка;Цена;Да;2020-06-04;19-1449/43;4.0;2536275.0;2028863.0;Друштво за трговија и услуги АС МАШИНИ ДООЕЛ увоз-извоз Кавадарци;БУЛЕВАР КОЧО РАЦИН 15;КАВАДАРЦИ;Република Македонија;Не;23543027.24;1855000.0;18;2188900.0;2020-06-10
796;04299/2020;Општина Кавадарци;Плоштад Маршал Тито бб;Кавадарци;1430;Поплочување на улици;Работи;на територија на Општина Кавадарци;Не;Не;Не;Не;45000000-7;Да;;;Месеци: 12;Отворена постапка;Цена;Да;2020-06-03;19-1449/25;4.0;3194153.0;2664165.0;Друштво за градежништво и трговија ГРАДБА ПРОМЕТ ДОО Кавадарци;29-ТИ НОЕМВРИ бб;КАВАДАРЦИ;Република Македонија;Не;23543027.24;2547121.39;18;3005603.24;2020-06-10
797;04299/2020;Општина Кавадарци;Плоштад Маршал Тито бб;Кавадарци;1430;Поплочување на улици;Работи;на територија на Општина Кавадарци;Не;Не;Не;Не;45000000-7;Да;;;Месеци: 12;Отворена постапка;Цена;Да;2020-06-04;19-1449/46;4.0;3070210.5;2596335.0;Друштво за трговија и услуги АС МАШИНИ ДООЕЛ увоз-извоз Кавадарци;БУЛЕВАР КОЧО РАЦИН 15;КАВАДАРЦИ;Република Македонија;Не;23543027.24;2330000.0;18;2749400.0;2020-06-10
798;;Македонска академија на науките и уметностите;Бул. Крсте Мисирков бр.2;Скопје;1000;Реагенси, лабораториски потрошен материјал и пластика и заштитна опрема потребни за дијагностицирање на корона вирусот;Стоки;ИЦГИБ „Георги Д. Ефремов“, МАНУ - Скопје;Не;Не;Не;Не;33000000-0;Да;;;Месеци: 12;Постапка со преговарање без претходно објавување на оглас;Цена;Не;2020-05-11;03-1256/30;11.0;;;Друштво за трговија и услуги ЕУРО - ФАРМ увоз-извоз ДООЕЛ Битола;ИГЊАТ АТАНАСОВСКИ ББ;БИТОЛА;Република Македонија;Не;10988851.0;4400.0;18;5192.0;2020-06-08
799;07280/2020;Јавно претпријатие за водостопанство ЛИСИЧЕ-Велес;Ул.Вардарска бб;Велес;1400;Набавка на гориво;Стоки;ЈПВ Лисиче-Велес;Не;Не;Не;Не;09100000-0;Не;06/08/2020;06/08/2021;Месеци: 12 Денови: 365;Набавки од мала вредност;Цена;Да;2020-06-08;05-229/3;2.0;91.51;86.01;Друштво за трговија транспорт и угостителство СИМИТ ПЕТРОЛ ДООЕЛ увоз-извоз Велес;ВАРДАРСКА 198;ВЕЛЕС;Република Македонија;Не;354000.0;300000.0;18;354000.0;2020-06-08
800;03786/2020;ЈП Комуналец - Кавадарци;Индустриска бб;Кавадарци;1430;Готов бетон;Стоки;;Не;Не;Не;Не;44100000-1;Не;;;Месеци: 12 Денови: 365;Набавки од мала вредност;Цена;Да;2020-04-02;0507-391/2;1.0;284700.0;284700.0;Друштво за градежништво и трговија ГРАДБА ПРОМЕТ ДОО Кавадарци;29-ТИ НОЕМВРИ бб;КАВАДАРЦИ;Република Македонија;Не;354000.0;284700.0;18;335946.0;2020-06-08
801;06319/2020;ЈП Водовод и канализација - Скопје;Ул. Лазар Личеноски бр. 9 Скопје;Скопје;1000;Одржување на косилки со вградување на резервни делови;Услуги;;Не;Не;Не;Не;16310000-1;Да;;;Месеци: 12;Набавки од мала вредност;Цена;Да;2020-06-03;0507-98/11;1.0;1226444.0;1226444.0;Друштво за трговија и застапништво НИМЕТ ДООЕЛ Скопје;ЈАДРАНСКА МАГИСТРАЛА 27;СКОПЈЕ - БУТЕЛ;Република Македонија;Не;354000.0;270000.0;18;318600.0;2020-06-08
